1,2020,BLUSAS,38
1,2020,BUSOS,1
1,2020,CAMISAS,34
1,2020,CAMISETAS,23
1,2020,POLOS,10
1,2020,PANTALON COLOR,69
1,2020,JOGGER,1
1,2020,JEANS,138
1,2021,CAMISAS,14
1,2021,POLOS,9
1,2021,CAMISETAS,4
1,2021,PANTALON COLOR,18
1,2021,BLUSAS,6
1,2021,JOGGER,5
1,2021,JEANS,35
1,2021,CHAQUETAS,2
2,2020,VESTIDOS,1
2,2020,POLOS,20
2,2020,CAMISETAS,45
2,2020,PANTALON COLOR,100
2,2020,TAPABOCAS,9
2,2020,JEANS,248
2,2020,BLUSAS,28
2,2020,CHAQUETAS,6
2,2020,CAMIBUSOS,8
2,2020,BUSOS,2
2,2020,JOGGER,18
2,2020,CAMISAS,28
2,2020,BERMUDA,3
2,2021,BUSOS,1
2,2021,PANTALON COLOR,164
2,2021,VESTIDOS,1
2,2021,TAPABOCAS,1
2,2021,BERMUDA,6
2,2021,POLOS,29
2,2021,CAMISETAS,63
2,2021,JEANS,318
2,2021,CAMISAS,78
2,2021,BLUSAS,50
2,2021,CORREAS,1
2,2021,CAMIBUSOS,12
2,2021,JOGGER,28
2,2021,CHAQUETAS,2
2,2022,PANTALON COLOR,138
2,2022,CORREAS,2
2,2022,CAMISETAS,60
2,2022,JEANS,352
2,2022,CAMISAS,74
2,2022,POLOS,47
2,2022,CAMIBUSOS,13
2,2022,SHORT,3
2,2022,BUSOS,8
2,2022,JOGGER,67
2,2022,BERMUDA,1
2,2022,CHAQUETAS,11
2,2022,BLUSAS,59
2,2022,VESTIDOS,8
3,2020,BUSOS,8
3,2020,PANTALON COLOR,184
3,2020,CAMISETAS,59
3,2020,POLOS,38
3,2020,CAMISAS,104
3,2020,TAPABOCAS,1
3,2020,JOGGER,4
3,2020,VESTIDOS,1
3,2020,CAMIBUSOS,16
3,2020,BLUSAS,82
3,2020,JEANS,397
3,2021,POLOS,39
3,2021,CAMISETAS,47
3,2021,BERMUDA,2
3,2021,BLUSAS,43
3,2021,CAMISAS,67
3,2021,CORREAS,5
3,2021,BUSOS,2
3,2021,PANTALON COLOR,167
3,2021,CHAQUETAS,9
3,2021,JEANS,361
3,2021,JOGGER,32
3,2021,CAMIBUSOS,18
3,2021,TAPABOCAS,5
3,2021,VESTIDOS,1
3,2022,POLOS,25
3,2022,CAMISETAS,27
3,2022,BUSOS,1
3,2022,CAMISAS,25
3,2022,JEANS,147
3,2022,BLUSAS,26
3,2022,JOGGER,20
3,2022,CHAQUETAS,6
3,2022,VESTIDOS,4
3,2022,CAMIBUSOS,15
3,2022,CORREAS,3
3,2022,PANTALON COLOR,91
4,2020,BLUSAS,84
4,2020,CAMISAS,94
4,2020,BUSOS,2
4,2020,JEANS,282
4,2020,CAMIBUSOS,13
4,2020,PANTALON COLOR,169
4,2020,CAMISETAS,37
4,2020,POLOS,31
4,2021,JOGGER,28
4,2021,CAMISAS,84
4,2021,BLUSAS,39
4,2021,CHAQUETAS,10
4,2021,TAPABOCAS,10
4,2021,VESTIDOS,1
4,2021,POLOS,32
4,2021,BUSOS,2
4,2021,PANTALON COLOR,144
4,2021,CAMISETAS,42
4,2021,JEANS,272
4,2021,CAMIBUSOS,7
4,2022,BLUSAS,41
4,2022,JOGGER,37
4,2022,CAMIBUSOS,17
4,2022,VESTIDOS,8
4,2022,CHAQUETAS,7
4,2022,POLOS,34
4,2022,PANTALON COLOR,145
4,2022,JEANS,280
4,2022,CORREAS,5
4,2022,BUSOS,1
4,2022,CAMISAS,45
4,2022,CAMISETAS,60
5,2020,BLUSAS,96
5,2020,CAMIBUSOS,12
5,2020,PANTALON COLOR,165
5,2020,CAMISETAS,69
5,2020,JEANS,349
5,2020,POLOS,34
5,2020,BUSOS,3
5,2020,CAMISAS,110
5,2021,TAPABOCAS,8
5,2021,CAMIBUSOS,11
5,2021,VESTIDOS,1
5,2021,JEANS,327
5,2021,JOGGER,23
5,2021,CHAQUETAS,6
5,2021,CAMISAS,95
5,2021,POLOS,42
5,2021,BUSOS,3
5,2021,PANTALON COLOR,159
5,2021,BLUSAS,54
5,2021,CAMISETAS,51
5,2022,CHAQUETAS,7
5,2022,VESTIDOS,12
5,2022,CAMIBUSOS,20
5,2022,PANTALON COLOR,115
5,2022,CORREAS,4
5,2022,JEANS,280
5,2022,JOGGER,38
5,2022,CAMISAS,60
5,2022,BUSOS,2
5,2022,POLOS,23
5,2022,CAMISETAS,118
5,2022,BLUSAS,67
6,2020,JEANS,165
6,2020,PANTALON COLOR,66
6,2020,BUSOS,1
6,2020,JOGGER,7
6,2020,TAPABOCAS,2
6,2020,CAMIBUSOS,9
6,2020,POLOS,26
