Date,FAMILIA_DESC,CATEGORIA,TALLA,Unidades
09/12/2022,BLUSAS,MANGA_CORTA_M,M,1
09/12/2022,BLUSAS,MANGA_SISA,M,1
09/12/2022,BLUSAS,MANGA_SISA,XL,1
09/12/2022,BUSOS,BUSO_H,XL,1
09/12/2022,CAMIBUSOS,CAMIBUSO,S,1
09/12/2022,CAMISAS,MANGA_CORTA_H,S,1
09/12/2022,CAMISAS,MANGA_CORTA_H,XL,1
09/12/2022,CAMISAS,MANGA_CORTA_H_B,M,1
09/12/2022,CAMISAS,MANGA_CORTA_H_B,XXL,1
09/12/2022,CAMISAS,MANGA_LARGA_H,XXL,1
09/12/2022,CAMISETAS,CAMISETA MANGA LARGA,M,1
09/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,L,1
09/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,M,1
09/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XS,1
09/12/2022,CAMISETAS,T-SHIRT,L,1
09/12/2022,CAMISETAS,T-SHIRT,XL,1
09/12/2022,CAMISETAS,T-SHIRT,XL,2
09/12/2022,CORREAS,CORREA,34,1
09/12/2022,CORREAS,CORREA,38,1
09/12/2022,JEANS,FLARE,12,1
09/12/2022,JEANS,JEGGIN,6,1
09/12/2022,JEANS,JEGGIN AZUL OSCURO,12,1
09/12/2022,JEANS,REGULAR,31,1
09/12/2022,JEANS,REGULAR,34,1
09/12/2022,JEANS,REGULAR,36,1
09/12/2022,JEANS,SKINY,10,1
09/12/2022,JEANS,SKINY,16,1
09/12/2022,JEANS,SKINY,6,1
09/12/2022,JEANS,SKINY,8,1
09/12/2022,JEANS,SLIM,30,1
09/12/2022,JEANS,SLIM,31,2
09/12/2022,JEANS,SLIM,32,1
09/12/2022,JEANS,SLIM,33,1
09/12/2022,JEANS,SLIM,36,1
09/12/2022,JEANS,SLIM,38,1
09/12/2022,JEANS,SLIM,40,1
09/12/2022,JEANS,SLIM VERDOSO,33X32,1
09/12/2022,JEANS,SUPER SLIM,32,1
09/12/2022,JEANS,SUPER SLIM,34,1
09/12/2022,JOGGER,JOGGER CARGO,32,1
09/12/2022,JOGGER,JOGGER_H,34X32,1
09/12/2022,JOGGER,JOGGER_M,12,1
09/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,10X29,1
09/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,8X29,1
09/12/2022,PANTALON COLOR,SKINY NEGRO MATE,16X29,1
09/12/2022,PANTALON COLOR,SLIM COLOR,32X32,1
09/12/2022,PANTALON COLOR,SLIM COLOR,33X32,1
09/12/2022,PANTALON COLOR,SLIM COLOR,36X32,1
09/12/2022,PANTALON COLOR,SLIM COLOR,38X32,1
09/12/2022,PANTALON COLOR,SLIM COLOR CHINO,34,1
09/12/2022,POLOS,POLO,M,1
09/12/2022,POLOS,POLO,S,1
09/12/2022,POLOS,POLO,XL,1
09/12/2022,POLOS,POLO CUELLO NERU,L,1
09/12/2022,POLOS,POLO CUELLO NERU_B,XL,1
08/12/2022,BLUSAS,MANGA_CORTA_M,L,1
08/12/2022,BLUSAS,MANGA_CORTA_M,M,1
08/12/2022,BLUSAS,MANGA_CORTA_M,S,1
08/12/2022,BLUSAS,MANGA_CORTA_M_B,M,1
08/12/2022,BLUSAS,MANGA_LARGA_M,M,1
08/12/2022,BLUSAS,MANGA_LARGA_M,S,2
08/12/2022,BLUSAS,MANGA_LARGA_M,XL,1
08/12/2022,BLUSAS,MANGA_LARGA_M,XS,1
08/12/2022,BLUSAS,MANGA_LARGA_M_B,S,1
08/12/2022,BLUSAS,MANGA_SISA,M,1
08/12/2022,BUSOS,BUSO_H,M,1
08/12/2022,CAMIBUSOS,CAMIBUSO,M,1
08/12/2022,CAMIBUSOS,CAMIBUSO,XL,1
08/12/2022,CAMISAS,MANGA_CORTA_H,L,1
08/12/2022,CAMISAS,MANGA_CORTA_H,M,1
08/12/2022,CAMISAS,MANGA_CORTA_H,XL,1
08/12/2022,CAMISAS,MANGA_CORTA_H_B,M,1
08/12/2022,CAMISAS,MANGA_LARGA_H,XL,1
08/12/2022,CAMISETAS,CAMISETA MANGA LARGA,L,1
08/12/2022,CAMISETAS,CAMISETA MANGA LARGA,M,1
08/12/2022,CAMISETAS,CAMISETA MANGA LARGA,M,3
08/12/2022,CAMISETAS,CAMISETA MANGA LARGA,S,1
08/12/2022,CAMISETAS,CAMISETA MANGA LARGA,S,2
08/12/2022,CAMISETAS,CAMISETA MANGA LARGA,XL,1
08/12/2022,CAMISETAS,CAMISETA MANGA LARGA,XS,1
08/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XL,1
08/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XS,1
08/12/2022,CAMISETAS,T-SHIRT,M,1
08/12/2022,CHAQUETAS,CHAQUETA_M,L,1
08/12/2022,CORREAS,CORREA,34,1
08/12/2022,JEANS,CULOTTE,10,1
08/12/2022,JEANS,JEGGIN,10,1
08/12/2022,JEANS,JEGGIN,6,1
08/12/2022,JEANS,MAGIC,10,1
08/12/2022,JEANS,MAGIC,12,1
08/12/2022,JEANS,MOM FLARED,12,1
08/12/2022,JEANS,REGULAR,30,1
08/12/2022,JEANS,REGULAR,32,1
08/12/2022,JEANS,REGULAR,34,1
08/12/2022,JEANS,SKINY,10,1
08/12/2022,JEANS,SKINY,12,1
08/12/2022,JEANS,SKINY,14,1
08/12/2022,JEANS,SKINY,16,1
08/12/2022,JEANS,SLIM,30,1
08/12/2022,JEANS,SLIM,31,1
08/12/2022,JEANS,SLIM,34,1
08/12/2022,JEANS,SLIM,36,1
08/12/2022,JEANS,SLIM NEGRO MATE,38X32,1
08/12/2022,JEANS,STRAIGHT,12,1
08/12/2022,JEANS,SUPER SLIM,31,1
08/12/2022,JEANS,SUPER SLIM,36,1
08/12/2022,JOGGER,JOGGER_H,30X32,1
08/12/2022,JOGGER,JOGGER_H,30X32,2
08/12/2022,JOGGER,JOGGER_H,34X32,1
08/12/2022,JOGGER,JOGGER_H,36X32,1
08/12/2022,JOGGER,JOGGER_M,14,1
08/12/2022,PANTALON COLOR,JEGGIN COLOR,10,1
08/12/2022,PANTALON COLOR,JEGGIN COLOR,14,1
08/12/2022,PANTALON COLOR,JEGGIN COLOR,7,1
08/12/2022,PANTALON COLOR,JEGGIN COLOR,8,1
08/12/2022,PANTALON COLOR,JEGGIN COLOR,9,1
08/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,10X29,2
08/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,12X29,1
08/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,14X29,1
08/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,7X29,1
08/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,9X29,1
08/12/2022,PANTALON COLOR,PAPER BAG,8,1
08/12/2022,PANTALON COLOR,SKINY NEGRO MATE,12X29,1
08/12/2022,PANTALON COLOR,SLIM COLOR,32X32,1
08/12/2022,PANTALON COLOR,SLIM COLOR,33X32,1
08/12/2022,PANTALON COLOR,SLIM COLOR,34X32,1
08/12/2022,POLOS,POLO,XXL,1
08/12/2022,POLOS,POLO BOLSILLO,L,1
08/12/2022,POLOS,POLO CUELLO NERU,L,1
08/12/2022,POLOS,POLO CUELLO NERU,M,1
08/12/2022,POLOS,POLO CUELLO NERU,XL,1
08/12/2022,POLOS,POLO CUELLO NERU,XXL,1
08/12/2022,POLOS,POLO_B,L,1
08/12/2022,POLOS,POLO_B,XXL,1
07/12/2022,BLUSAS,MANGA_LARGA_M,L,2
07/12/2022,BLUSAS,MANGA_LARGA_M,S,1
07/12/2022,BLUSAS,MANGA_SISA,XL,1
07/12/2022,BLUSAS,MANGA_SISA,XS,1
07/12/2022,BUSOS,BUSO_H,L,1
07/12/2022,BUSOS,BUSO_H,L,2
07/12/2022,BUSOS,BUSO_H,XL,1
07/12/2022,BUSOS,BUSO_M,XS,1
07/12/2022,CAMIBUSOS,CAMIBUSO,XL,1
07/12/2022,CAMISAS,MANGA_CORTA_H,L,1
07/12/2022,CAMISAS,MANGA_CORTA_H,M,1
07/12/2022,CAMISAS,MANGA_CORTA_H,XL,1
07/12/2022,CAMISAS,MANGA_LARGA_H,M,1
07/12/2022,CAMISAS,MANGA_LARGA_H_B,M,1
07/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,M,1
07/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XS,1
07/12/2022,CAMISETAS,T-SHIRT,S,1
07/12/2022,CAMISETAS,T-SHIRT PREMIUM_B,S,1
07/12/2022,CHAQUETAS,CHAQUETA_H,M,1
07/12/2022,CHAQUETAS,CHAQUETA_H,XL,1
07/12/2022,CHAQUETAS,CHAQUETA_M,S,1
07/12/2022,JEANS,CULOTTE,6,1
07/12/2022,JEANS,CULOTTE PREMIUM,10,1
07/12/2022,JEANS,FLARE,10,1
07/12/2022,JEANS,JEGGIN,10,1
07/12/2022,JEANS,JEGGIN,10,2
07/12/2022,JEANS,JEGGIN,12,1
07/12/2022,JEANS,JEGGIN,9,1
07/12/2022,JEANS,JEGGIN AZUL OSCURO,12,1
07/12/2022,JEANS,MOM,10,1
07/12/2022,JEANS,MOM,6,1
07/12/2022,JEANS,MOM,8,1
07/12/2022,JEANS,MOM FLARED,10,1
07/12/2022,JEANS,REGULAR,38,1
07/12/2022,JEANS,SKINY,12,1
07/12/2022,JEANS,SKINY,16,1
07/12/2022,JEANS,SLIM,30,1
07/12/2022,JEANS,SLIM,31,1
07/12/2022,JEANS,SLIM,34,1
07/12/2022,JEANS,SLIM,36,1
07/12/2022,JEANS,SLIM,36X32,1
07/12/2022,JEANS,SLIM,40,1
07/12/2022,JEANS,SLIM NEGRO MATE,32X32,1
07/12/2022,JEANS,SLIM NEGRO MATE,33X32,1
07/12/2022,JEANS,STRAIGHT,12,1
07/12/2022,JEANS,STRAIGHT,9,1
07/12/2022,JEANS,SUPER SLIM,32,1
07/12/2022,JEANS,SUPER SLIM,34,1
07/12/2022,JOGGER,JOGGER_H,34X32,1
07/12/2022,JOGGER,JOGGER_M,10,1
07/12/2022,JOGGER,JOGGER_M,12,1
07/12/2022,JOGGER,JOGGER_M,14,1
07/12/2022,JOGGER,JOGGER_M,14,2
07/12/2022,JOGGER,JOGGER_M,16,1
07/12/2022,JOGGER,JOGGER_M,6,1
07/12/2022,PANTALON COLOR,JEGGIN COLOR,14,1
07/12/2022,PANTALON COLOR,JEGGIN COLOR,8,1
07/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,10X29,2
07/12/2022,PANTALON COLOR,PAPER BAG,10,1
07/12/2022,PANTALON COLOR,PAPER BAG,12,1
07/12/2022,PANTALON COLOR,PAPER BAG,16,1
07/12/2022,PANTALON COLOR,PAPER BAG,6,1
07/12/2022,PANTALON COLOR,SKINY NEGRO MATE,8X29,1
07/12/2022,PANTALON COLOR,SLIM COLOR,30X32,1
07/12/2022,PANTALON COLOR,SLIM COLOR,32X32,1
07/12/2022,PANTALON COLOR,SLIM COLOR,33X32,1
07/12/2022,PANTALON COLOR,SLIM COLOR,34X32,1
07/12/2022,PANTALON COLOR,SLIM COLOR,36X32,1
07/12/2022,PANTALON COLOR,SLIM COLOR,38X32,1
07/12/2022,POLOS,POLO,M,1
07/12/2022,POLOS,POLO,XL,1
07/12/2022,POLOS,POLO_B,L,1
07/12/2022,POLOS,POLO_B,M,1
06/12/2022,BLUSAS,MANGA_CORTA_M,S,1
06/12/2022,BLUSAS,MANGA_LARGA_M,S,1
06/12/2022,BLUSAS,MANGA_LARGA_M_B,XS,1
06/12/2022,BLUSAS,MANGA_SISA,L,1
06/12/2022,BLUSAS,MANGA_SISA,M,1
06/12/2022,BLUSAS,MANGA_SISA,S,1
06/12/2022,BLUSAS,MANGA_SISA,XL,1
06/12/2022,BLUSAS,MANGA_SISA,XS,1
06/12/2022,BUSOS,BUSO_H,L,1
06/12/2022,BUSOS,BUSO_H,M,1
06/12/2022,BUSOS,BUSO_H,XL,1
06/12/2022,BUSOS,BUSO_M,M,1
06/12/2022,BUSOS,BUSO_M,S,1
06/12/2022,BUSOS,BUSO_M,S,2
06/12/2022,BUSOS,BUSO_M,XS,1
06/12/2022,CAMIBUSOS,CAMIBUSO,M,1
06/12/2022,CAMIBUSOS,CAMIBUSO,XL,1
06/12/2022,CAMISAS,MANGA_CORTA_H,L,1
06/12/2022,CAMISAS,MANGA_CORTA_H,M,1
06/12/2022,CAMISAS,MANGA_CORTA_H,S,1
06/12/2022,CAMISAS,MANGA_CORTA_H,XL,1
06/12/2022,CAMISAS,MANGA_CORTA_H_B,L,1
06/12/2022,CAMISAS,MANGA_CORTA_H_B,M,1
06/12/2022,CAMISAS,MANGA_CORTA_H_B,S,1
06/12/2022,CAMISAS,MANGA_LARGA_H_B,L,1
06/12/2022,CAMISETAS,CAMISETA MANGA LARGA,L,1
06/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,L,1
06/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,M,1
06/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,S,1
06/12/2022,CAMISETAS,T-SHIRT,L,1
06/12/2022,CAMISETAS,T-SHIRT,S,1
06/12/2022,CAMISETAS,T-SHIRT PREMIUM,L,1
06/12/2022,CAMISETAS,T-SHIRT PREMIUM,XXL,1
06/12/2022,CAMISETAS,T-SHIRT PREMIUM_B,S,1
06/12/2022,CAMISETAS,T-SHIRT PREMIUM_B,XL,1
06/12/2022,CHAQUETAS,CHAQUETA_H,L,1
06/12/2022,CHAQUETAS,CHAQUETA_H,M,1
06/12/2022,CORREAS,CORREA,U,1
06/12/2022,JEANS,CULOTTE,12,1
06/12/2022,JEANS,CULOTTE,16,1
06/12/2022,JEANS,CULOTTE,6,1
06/12/2022,JEANS,JEGGIN,10,1
06/12/2022,JEANS,JEGGIN,14,1
06/12/2022,JEANS,JEGGIN,8,1
06/12/2022,JEANS,JEGGIN,9,1
06/12/2022,JEANS,JEGGIN AZUL OSCURO,12,1
06/12/2022,JEANS,JEGGIN AZUL OSCURO,14,1
06/12/2022,JEANS,JEGGIN AZUL OSCURO,8,1
06/12/2022,JEANS,MAGIC,10,1
06/12/2022,JEANS,MAGIC,14,1
06/12/2022,JEANS,MAGIC,8,1
06/12/2022,JEANS,MOM,14,1
06/12/2022,JEANS,MOM,8,1
06/12/2022,JEANS,REGULAR,30,1
06/12/2022,JEANS,REGULAR,31,1
06/12/2022,JEANS,REGULAR,36,2
06/12/2022,JEANS,SKINY,10,1
06/12/2022,JEANS,SKINY,12,1
06/12/2022,JEANS,SKINY,14,1
06/12/2022,JEANS,SKINY,8,1
06/12/2022,JEANS,SLIM,32,1
06/12/2022,JEANS,SLIM,34,1
06/12/2022,JEANS,SLIM NEGRO MATE,30X32,2
06/12/2022,JEANS,SLIM NEGRO MATE,32X32,1
06/12/2022,JEANS,SLIM NEGRO MATE,34X32,2
06/12/2022,JEANS,SLIM NEGRO MATE,36X32,2
06/12/2022,JEANS,SLIM VERDOSO,31X32,1
06/12/2022,JEANS,SLIM VERDOSO,32X32,4
06/12/2022,JEANS,SLIM VERDOSO,34X32,2
06/12/2022,JEANS,STRAIGHT,12,1
06/12/2022,JEANS,STRAIGHT,16,1
06/12/2022,JEANS,STRAIGHT,9,1
06/12/2022,JEANS,SUPER SLIM,30,1
06/12/2022,JEANS,SUPER SLIM,32,1
06/12/2022,JEANS,SUPER SLIM,33,1
06/12/2022,JEANS,SUPER SLIM,34,1
06/12/2022,JEANS,SUPER SLIM,36,1
06/12/2022,JEANS,SUPER SLIM,38,1
06/12/2022,JOGGER,JOGGER_H,30X32,1
06/12/2022,JOGGER,JOGGER_H,34X32,1
06/12/2022,JOGGER,JOGGER_H,36X32,1
06/12/2022,JOGGER,JOGGER_H,38X32,1
06/12/2022,JOGGER,JOGGER_M,12,1
06/12/2022,JOGGER,JOGGER_M,6,1
06/12/2022,PANTALON COLOR,JEGGIN COLOR,8,1
06/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,12X29,1
06/12/2022,PANTALON COLOR,SKINY NEGRO ENCERADO,7X29,1
06/12/2022,PANTALON COLOR,SLIM COLOR,30X32,1
06/12/2022,PANTALON COLOR,SLIM COLOR,32X32,3
06/12/2022,PANTALON COLOR,SLIM COLOR,34X32,1
06/12/2022,PANTALON COLOR,SLIM COLOR,36X32,1
06/12/2022,PANTALON COLOR,SLIM COLOR,36X32,3
06/12/2022,PANTALON COLOR,SLIM COLOR,38X32,1
06/12/2022,POLOS,POLO,L,1
06/12/2022,POLOS,POLO,M,1
06/12/2022,POLOS,POLO,M,2
06/12/2022,POLOS,POLO BOLSILLO,L,1
06/12/2022,POLOS,POLO BOLSILLO,XL,1
06/12/2022,POLOS,POLO BOLSILLO,XXL,1
06/12/2022,POLOS,POLO CUELLO NERU_B,XL,1
06/12/2022,POLOS,POLO_B,L,1
06/12/2022,POLOS,POLO_B,L,2
06/12/2022,POLOS,POLO_B,M,1
06/12/2022,POLOS,POLO_B,XL,1
05/12/2022,BLUSAS,MANGA_CORTA_M,M,1
05/12/2022,BLUSAS,MANGA_CORTA_M,S,1
05/12/2022,BLUSAS,MANGA_SISA,L,1
05/12/2022,BUSOS,BUSO_M,L,1
05/12/2022,CAMIBUSOS,CAMIBUSO,XL,1
05/12/2022,CAMISAS,MANGA_CORTA_H,L,1
05/12/2022,CAMISAS,MANGA_CORTA_H,S,1
05/12/2022,CAMISAS,MANGA_CORTA_H,XL,1
05/12/2022,CAMISAS,MANGA_CORTA_H,XXL,1
05/12/2022,CAMISAS,MANGA_CORTA_H_B,L,1
05/12/2022,CAMISAS,MANGA_CORTA_H_B,XXL,1
05/12/2022,CAMISAS,MANGA_LARGA_H,S,1
05/12/2022,CAMISAS,MANGA_LARGA_H_B,S,1
05/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,M,1
05/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,M,2
05/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XL,1
05/12/2022,CAMISETAS,T-SHIRT,L,1
05/12/2022,CAMISETAS,T-SHIRT,L,2
05/12/2022,CAMISETAS,T-SHIRT PREMIUM_B,L,1
05/12/2022,CHAQUETAS,CHAQUETA_M,L,1
05/12/2022,JEANS,CULOTTE,10,2
05/12/2022,JEANS,CULOTTE,12,3
05/12/2022,JEANS,CULOTTE,16X29,1
05/12/2022,JEANS,CULOTTE,8,1
05/12/2022,JEANS,FLARE,10,1
05/12/2022,JEANS,JEGGIN,10,1
05/12/2022,JEANS,JEGGIN,12,1
05/12/2022,JEANS,JEGGIN,14,1
05/12/2022,JEANS,JEGGIN AZUL OSCURO,10,1
05/12/2022,JEANS,JEGGIN AZUL OSCURO,12,1
05/12/2022,JEANS,JEGGIN AZUL OSCURO,14,1
05/12/2022,JEANS,JEGGIN AZUL OSCURO,16,1
05/12/2022,JEANS,MAGIC,12,1
05/12/2022,JEANS,MOM,16,1
05/12/2022,JEANS,MOM,8,1
05/12/2022,JEANS,SKINY,14,1
05/12/2022,JEANS,SKINY,16,1
05/12/2022,JEANS,SKINY,16X29,1
05/12/2022,JEANS,SKINY,6,1
05/12/2022,JEANS,SLIM,30,1
05/12/2022,JEANS,SLIM,32,1
05/12/2022,JEANS,SLIM,34,1
05/12/2022,JEANS,SLIM,40,1
05/12/2022,JEANS,SLIM NEGRO MATE,38X32,1
05/12/2022,JEANS,SLIM VERDOSO,31X32,1
05/12/2022,JEANS,SLIM VERDOSO,34X32,1
05/12/2022,JEANS,STRAIGHT,7,1
05/12/2022,JEANS,SUPER SLIM,32,1
05/12/2022,JEANS,SUPER SLIM,34,1
05/12/2022,JEANS,SUPER SLIM,34,2
05/12/2022,JEANS,SUPER SLIM,36,1
05/12/2022,JOGGER,JOGGER_H,30X32,1
05/12/2022,JOGGER,JOGGER_H,32X32,1
05/12/2022,JOGGER,JOGGER_H,34X32,1
05/12/2022,JOGGER,JOGGER_M,10,1
05/12/2022,JOGGER,JOGGER_M,12,1
05/12/2022,PANTALON COLOR,JEGGIN COLOR,12,1
05/12/2022,PANTALON COLOR,JEGGIN COLOR,9,1
05/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,10X29,2
05/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,8X29,1
05/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,9X29,1
05/12/2022,PANTALON COLOR,SKINY NEGRO ENCERADO,14X29,1
05/12/2022,PANTALON COLOR,SKINY NEGRO MATE,12X29,1
05/12/2022,PANTALON COLOR,SKINY NEGRO MATE,6X29,1
05/12/2022,PANTALON COLOR,SLIM COLOR,31X32,1
05/12/2022,PANTALON COLOR,SLIM COLOR,32X32,1
05/12/2022,PANTALON COLOR,SLIM COLOR,33X32,1
05/12/2022,PANTALON COLOR,SLIM COLOR,34X32,1
05/12/2022,PANTALON COLOR,SLIM COLOR,38X32,1
05/12/2022,PANTALON COLOR,SLIM COLOR CHINO,28,1
05/12/2022,POLOS,POLO,L,1
05/12/2022,POLOS,POLO CUELLO NERU,S,1
05/12/2022,POLOS,POLO CUELLO NERU_B,M,1
05/12/2022,POLOS,POLO CUELLO NERU_B,S,1
05/12/2022,SHORT,SHORT,8,1
05/12/2022,VESTIDOS,VESTIDOS,M,1
05/12/2022,VESTIDOS,VESTIDOS,S,1
04/12/2022,BLUSAS,MANGA_CORTA_M,L,1
04/12/2022,BLUSAS,MANGA_CORTA_M,M,1
04/12/2022,BLUSAS,MANGA_CORTA_M,S,1
04/12/2022,BLUSAS,MANGA_CORTA_M,XL,1
04/12/2022,BLUSAS,MANGA_LARGA_M,S,1
04/12/2022,BLUSAS,MANGA_SISA,L,1
04/12/2022,BLUSAS,MANGA_SISA,S,1
04/12/2022,BLUSAS,MANGA_SISA,XS,1
04/12/2022,BUSOS,BUSO_M,S,1
04/12/2022,CAMISAS,MANGA_CORTA_H,S,1
04/12/2022,CAMISAS,MANGA_CORTA_H,XXL,1
04/12/2022,CAMISAS,MANGA_CORTA_H_B,L,1
04/12/2022,CAMISAS,MANGA_CORTA_H_B,S,1
04/12/2022,CAMISAS,MANGA_CORTA_H_B,XXL,1
04/12/2022,CAMISAS,MANGA_CORTA_H_B,XXL,2
04/12/2022,CAMISAS,MANGA_LARGA_H,XXL,1
04/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,L,1
04/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XL,1
04/12/2022,CAMISETAS,T-SHIRT PREMIUM,L,1
04/12/2022,JEANS,CULOTTE,12,1
04/12/2022,JEANS,FLARE,12,1
04/12/2022,JEANS,FLARE,14,1
04/12/2022,JEANS,JEGGIN,10,1
04/12/2022,JEANS,JEGGIN,12,1
04/12/2022,JEANS,JEGGIN,8,1
04/12/2022,JEANS,JEGGIN,8,2
04/12/2022,JEANS,JEGGIN,9,1
04/12/2022,JEANS,JEGGIN AZUL OSCURO,10,1
04/12/2022,JEANS,MAGIC,10,1
04/12/2022,JEANS,MAGIC,6,1
04/12/2022,JEANS,MAGIC,8,1
04/12/2022,JEANS,PALAZZO,12,1
04/12/2022,JEANS,PALAZZO,14,1
04/12/2022,JEANS,SKINY,10,1
04/12/2022,JEANS,SKINY,12,1
04/12/2022,JEANS,SKINY,14,1
04/12/2022,JEANS,SKINY,16,1
04/12/2022,JEANS,SKINY,6,1
04/12/2022,JEANS,SKINY,7X29,1
04/12/2022,JEANS,SKINY,8,1
04/12/2022,JEANS,SKINY,9,1
04/12/2022,JEANS,SLIM,32,1
04/12/2022,JEANS,SLIM,33,1
04/12/2022,JEANS,SLIM,34,1
04/12/2022,JEANS,SLIM,36,1
04/12/2022,JEANS,SLIM,38,1
04/12/2022,JEANS,SLIM,40,1
04/12/2022,JEANS,SLIM VERDOSO,31X32,1
04/12/2022,JEANS,STRAIGHT,9,1
04/12/2022,JEANS,SUPER SLIM,31,1
04/12/2022,JEANS,SUPER SLIM,34,1
04/12/2022,JOGGER,JOGGER_H,32X32,1
04/12/2022,JOGGER,JOGGER_H,34X32,1
04/12/2022,JOGGER,JOGGER_H,36X32,1
04/12/2022,JOGGER,JOGGER_H,38X32,1
04/12/2022,JOGGER,JOGGER_M,10,1
04/12/2022,JOGGER,JOGGER_M,12,1
04/12/2022,JOGGER,JOGGER_M,8,1
04/12/2022,PANTALON COLOR,JEGGIN COLOR,10,1
04/12/2022,PANTALON COLOR,JEGGIN COLOR,10,3
04/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,12X29,2
04/12/2022,PANTALON COLOR,JEGGIN NEGRO MATE,9X29,1
04/12/2022,PANTALON COLOR,PAPER BAG,10,1
04/12/2022,PANTALON COLOR,SLIM COLOR,34X32,1
04/12/2022,PANTALON COLOR,SLIM COLOR,36X32,1
04/12/2022,POLOS,POLO,L,1
04/12/2022,POLOS,POLO,XXL,1
04/12/2022,POLOS,POLO BOLSILLO,L,1
04/12/2022,POLOS,POLO CUELLO NERU,XXL,1
04/12/2022,POLOS,POLO_B,L,1
04/12/2022,POLOS,POLO_B,M,1
04/12/2022,POLOS,POLO_B,XXL,1
04/12/2022,POLOS,POLO_B,XXL,2
03/12/2022,BLUSAS,MANGA_CORTA_M,L,1
03/12/2022,BLUSAS,MANGA_CORTA_M,M,1
03/12/2022,BLUSAS,MANGA_CORTA_M,S,1
03/12/2022,BLUSAS,MANGA_CORTA_M,XS,1
03/12/2022,BLUSAS,MANGA_LARGA_M,S,1
03/12/2022,BLUSAS,MANGA_LARGA_M_B,L,1
03/12/2022,BLUSAS,MANGA_LARGA_M_B,S,1
03/12/2022,BLUSAS,MANGA_SISA,L,1
03/12/2022,BLUSAS,MANGA_SISA,M,1
03/12/2022,BLUSAS,MANGA_SISA,S,1
03/12/2022,BLUSAS,MANGA_SISA,XL,1
03/12/2022,BUSOS,BUSO_M,S,1
03/12/2022,CAMIBUSOS,CAMIBUSO,M,1
03/12/2022,CAMISAS,MANGA_CORTA_H,M,2
03/12/2022,CAMISAS,MANGA_LARGA_H,M,1
03/12/2022,CAMISAS,MANGA_LARGA_H,XL,1
03/12/2022,CAMISAS,MANGA_LARGA_H_B,S,1
03/12/2022,CAMISAS,MANGA_LARGA_H_B,XXL,1
03/12/2022,CAMISETAS,CAMISETA MANGA LARGA,M,1
03/12/2022,CAMISETAS,CAMISETA_MANGA_CORTA,XS,1
03/12/2022,CAMISETAS,T-SHIRT,L,1
03/12/2022,CAMISETAS,T-SHIRT,M,1
03/12/2022,CAMISETAS,T-SHIRT PREMIUM,L,1
03/12/2022,JEANS,CULOTTE,10,1
03/12/2022,JEANS,FLARE,10X29,1
03/12/2022,JEANS,JEGGIN,10,1
03/12/2022,JEANS,JEGGIN,12,2
03/12/2022,JEANS,JEGGIN,14,1
03/12/2022,JEANS,JEGGIN,16,1
03/12/2022,JEANS,JEGGIN,6X29,1
03/12/2022,JEANS,JEGGIN,8,1
03/12/2022,JEANS,JEGGIN AZUL OSCURO,16,2
03/12/2022,JEANS,MAGIC,9,1
03/12/2022,JEANS,MOM,6,1
03/12/2022,JEANS,MOM,8,1
03/12/2022,JEANS,REGULAR,30,2
03/12/2022,JEANS,REGULAR,38,1
03/12/2022,JEANS,SKINY,14,1
03/12/2022,JEANS,SKINY,16,1
03/12/2022,JEANS,SKINY,6,1
03/12/2022,JEANS,SKINY,7X29,1
03/12/2022,JEANS,SLIM,30,1
03/12/2022,JEANS,SLIM,32,1
03/12/2022,JEANS,SLIM,34,1
03/12/2022,JEANS,SLIM,34X32,1
03/12/2022,JEANS,SLIM,36,1
03/12/2022,JEANS,SLIM NEGRO MATE,31X32,1
03/12/2022,JEANS,STRAIGHT,6,1
03/12/2022,JEANS,STRAIGHT,8,1
