SEMANA,TIENDA,PRENDA,UNIDADES
4,RIONEGRO PARQUE,CAMIBUSOS,1
4,RIONEGRO PARQUE,CAMISAS,10
4,RIONEGRO PARQUE,CAMISETAS,12
4,RIONEGRO PARQUE,CHAQUETAS,2
4,RIONEGRO PARQUE,CORREAS,1
4,RIONEGRO PARQUE,JEANS,65
4,RIONEGRO PARQUE,JOGGER,4
4,RIONEGRO PARQUE,PANTALON COLOR,21
4,RIONEGRO PARQUE,POLOS,12
4,RIONEGRO PARQUE,VESTIDOS,6
4,TERMINAL DEL NORTE,BERMUDA,2
4,TERMINAL DEL NORTE,BLUSAS,29
4,TERMINAL DEL NORTE,BUSOS,2
4,TERMINAL DEL NORTE,CAMIBUSOS,5
4,TERMINAL DEL NORTE,CAMISAS,33
4,TERMINAL DEL NORTE,CAMISETAS,33
4,TERMINAL DEL NORTE,CHAQUETAS,1
4,TERMINAL DEL NORTE,CORREAS,2
4,TERMINAL DEL NORTE,JEANS,136
4,TERMINAL DEL NORTE,JOGGER,5
4,TERMINAL DEL NORTE,PANTALON COLOR,57
4,TERMINAL DEL NORTE,POLOS,33
4,TERMINAL DEL NORTE,TAPABOCAS,7
4,TERMINAL DEL NORTE,VESTIDOS,4
4,VIVA ENVIGADO,BERMUDA,2
4,VIVA ENVIGADO,BLUSAS,29
4,VIVA ENVIGADO,BUSOS,4
4,VIVA ENVIGADO,CAMIBUSOS,7
4,VIVA ENVIGADO,CAMISAS,24
4,VIVA ENVIGADO,CAMISETAS,30
4,VIVA ENVIGADO,CHAQUETAS,1
4,VIVA ENVIGADO,CORREAS,1
4,VIVA ENVIGADO,JEANS,158
4,VIVA ENVIGADO,JOGGER,12
4,VIVA ENVIGADO,PANTALON COLOR,84
4,VIVA ENVIGADO,POLOS,18
4,VIVA ENVIGADO,TAPABOCAS,10
4,VIVA ENVIGADO,VESTIDOS,1
5,ARKADIA,BERMUDA,2
5,ARKADIA,BLUSAS,17
5,ARKADIA,BUSOS,1
5,ARKADIA,CAMIBUSOS,4
5,ARKADIA,CAMISAS,35
5,ARKADIA,CAMISETAS,20
5,ARKADIA,CHAQUETAS,2
5,ARKADIA,CORREAS,1
5,ARKADIA,JEANS,97
5,ARKADIA,JOGGER,18
5,ARKADIA,PANTALON COLOR,53
5,ARKADIA,POLOS,10
5,ARKADIA,TAPABOCAS,3
5,ARKADIA,VESTIDOS,2
5,COMPRETEX ECOMMERCE,BLUSAS,31
5,COMPRETEX ECOMMERCE,BUSOS,4
5,COMPRETEX ECOMMERCE,CAMIBUSOS,17
5,COMPRETEX ECOMMERCE,CAMISAS,18
5,COMPRETEX ECOMMERCE,CAMISETAS,13
5,COMPRETEX ECOMMERCE,CHAQUETAS,1
5,COMPRETEX ECOMMERCE,CORREAS,4
5,COMPRETEX ECOMMERCE,JEANS,122
5,COMPRETEX ECOMMERCE,JOGGER,25
5,COMPRETEX ECOMMERCE,PANTALON COLOR,41
5,COMPRETEX ECOMMERCE,POLOS,10
5,COMPRETEX ECOMMERCE,VESTIDOS,4
5,GUAYABAL,BLUSAS,34
5,GUAYABAL,BUSOS,3
5,GUAYABAL,CAMIBUSOS,4
5,GUAYABAL,CAMISAS,50
5,GUAYABAL,CAMISETAS,27
5,GUAYABAL,CHAQUETAS,4
5,GUAYABAL,CORREAS,4
5,GUAYABAL,JEANS,135
5,GUAYABAL,JOGGER,10
5,GUAYABAL,PANTALON COLOR,71
5,GUAYABAL,POLOS,21
5,GUAYABAL,TAPABOCAS,1
5,GUAYABAL,VESTIDOS,3
5,LA CENTRAL,BERMUDA,1
5,LA CENTRAL,BLUSAS,19
5,LA CENTRAL,BUSOS,4
5,LA CENTRAL,CAMIBUSOS,5
5,LA CENTRAL,CAMISAS,44
5,LA CENTRAL,CAMISETAS,16
5,LA CENTRAL,CHAQUETAS,1
5,LA CENTRAL,JEANS,104
5,LA CENTRAL,JOGGER,9
5,LA CENTRAL,PANTALON COLOR,59
5,LA CENTRAL,POLOS,11
5,LA CENTRAL,TAPABOCAS,2
5,LA CENTRAL,VESTIDOS,3
5,MARINILLA,BERMUDA,1
5,MARINILLA,BLUSAS,17
5,MARINILLA,BUSOS,2
5,MARINILLA,CAMIBUSOS,2
5,MARINILLA,CAMISAS,18
5,MARINILLA,CAMISETAS,17
5,MARINILLA,CHAQUETAS,1
5,MARINILLA,CORREAS,3
5,MARINILLA,JEANS,60
5,MARINILLA,JOGGER,6
5,MARINILLA,PANTALON COLOR,21
5,MARINILLA,POLOS,10
5,MARINILLA,VESTIDOS,1
5,MAYORCA 1,BLUSAS,36
5,MAYORCA 1,BUSOS,3
5,MAYORCA 1,CAMIBUSOS,7
5,MAYORCA 1,CAMISAS,39
5,MAYORCA 1,CAMISETAS,26
5,MAYORCA 1,CHAQUETAS,4
5,MAYORCA 1,CORREAS,1
5,MAYORCA 1,JEANS,132
5,MAYORCA 1,JOGGER,16
5,MAYORCA 1,PANTALON COLOR,76
5,MAYORCA 1,POLOS,14
5,MAYORCA 2,BLUSAS,40
5,MAYORCA 2,BUSOS,5
5,MAYORCA 2,CAMIBUSOS,8
5,MAYORCA 2,CAMISAS,48
5,MAYORCA 2,CAMISETAS,31
5,MAYORCA 2,CHAQUETAS,2
5,MAYORCA 2,CORREAS,3
5,MAYORCA 2,JEANS,171
5,MAYORCA 2,JOGGER,13
5,MAYORCA 2,PANTALON COLOR,90
5,MAYORCA 2,POLOS,19
5,MAYORCA 2,TAPABOCAS,5
5,MAYORCA 2,VESTIDOS,2
5,MOLINOS 1,BLUSAS,80
5,MOLINOS 1,BUSOS,3
5,MOLINOS 1,CAMIBUSOS,14
5,MOLINOS 1,CAMISAS,87
5,MOLINOS 1,CAMISETAS,81
5,MOLINOS 1,CHAQUETAS,7
5,MOLINOS 1,CORREAS,4
5,MOLINOS 1,JEANS,320
5,MOLINOS 1,JOGGER,31
5,MOLINOS 1,PANTALON COLOR,150
5,MOLINOS 1,POLOS,33
5,MOLINOS 1,TAPABOCAS,8
5,MOLINOS 1,VESTIDOS,7
5,PARQUE LA CEJA,BERMUDA,1
5,PARQUE LA CEJA,BLUSAS,22
5,PARQUE LA CEJA,BUSOS,3
5,PARQUE LA CEJA,CAMIBUSOS,6
5,PARQUE LA CEJA,CAMISAS,22
5,PARQUE LA CEJA,CAMISETAS,28
5,PARQUE LA CEJA,CHAQUETAS,2
5,PARQUE LA CEJA,CORREAS,2
5,PARQUE LA CEJA,JEANS,87
5,PARQUE LA CEJA,JOGGER,6
5,PARQUE LA CEJA,PANTALON COLOR,43
5,PARQUE LA CEJA,POLOS,10
5,PARQUE LA CEJA,TAPABOCAS,2
5,PARQUE LA CEJA,VESTIDOS,2
5,PLAZA FABRICATO,BLUSAS,10
5,PLAZA FABRICATO,BUSOS,5
5,PLAZA FABRICATO,CAMIBUSOS,10
5,PLAZA FABRICATO,CAMISAS,19
5,PLAZA FABRICATO,CAMISETAS,18
5,PLAZA FABRICATO,CHAQUETAS,5
5,PLAZA FABRICATO,CORREAS,1
5,PLAZA FABRICATO,JEANS,108
5,PLAZA FABRICATO,JOGGER,15
5,PLAZA FABRICATO,PANTALON COLOR,25
5,PLAZA FABRICATO,POLOS,12
5,PLAZA FABRICATO,VESTIDOS,1
5,PREMIUM PLAZA,BERMUDA,1
5,PREMIUM PLAZA,BLUSAS,37
5,PREMIUM PLAZA,BUSOS,4
5,PREMIUM PLAZA,CAMIBUSOS,6
5,PREMIUM PLAZA,CAMISAS,39
5,PREMIUM PLAZA,CAMISETAS,33
5,PREMIUM PLAZA,CHAQUETAS,3
5,PREMIUM PLAZA,CORREAS,2
5,PREMIUM PLAZA,JEANS,153
5,PREMIUM PLAZA,JOGGER,15
5,PREMIUM PLAZA,PANTALON COLOR,83
5,PREMIUM PLAZA,POLOS,11
5,PREMIUM PLAZA,TAPABOCAS,7
5,PREMIUM PLAZA,VESTIDOS,2
5,PUERTA DEL NTE,BERMUDA,3
5,PUERTA DEL NTE,BLUSAS,49
5,PUERTA DEL NTE,BUSOS,3
5,PUERTA DEL NTE,CAMIBUSOS,7
5,PUERTA DEL NTE,CAMISAS,38
5,PUERTA DEL NTE,CAMISETAS,55
5,PUERTA DEL NTE,CHAQUETAS,1
5,PUERTA DEL NTE,CORREAS,4
5,PUERTA DEL NTE,JEANS,182
5,PUERTA DEL NTE,JOGGER,20
5,PUERTA DEL NTE,PANTALON COLOR,94
5,PUERTA DEL NTE,POLOS,21
5,PUERTA DEL NTE,TAPABOCAS,5
5,PUERTA DEL NTE,VESTIDOS,2
5,RIONEGRO,BERMUDA,3
5,RIONEGRO,BLUSAS,48
5,RIONEGRO,BUSOS,6
5,RIONEGRO,CAMIBUSOS,13
5,RIONEGRO,CAMISAS,52
5,RIONEGRO,CAMISETAS,36
5,RIONEGRO,CHAQUETAS,3
5,RIONEGRO,CORREAS,3
5,RIONEGRO,JEANS,219
5,RIONEGRO,JOGGER,24
5,RIONEGRO,PANTALON COLOR,97
5,RIONEGRO,POLOS,42
5,RIONEGRO,TAPABOCAS,4
5,RIONEGRO,VESTIDOS,1
5,RIONEGRO PARQUE,BERMUDA,2
5,RIONEGRO PARQUE,BLUSAS,28
5,RIONEGRO PARQUE,BUSOS,1
5,RIONEGRO PARQUE,CAMIBUSOS,4
5,RIONEGRO PARQUE,CAMISAS,14
5,RIONEGRO PARQUE,CAMISETAS,11
5,RIONEGRO PARQUE,CHAQUETAS,2
5,RIONEGRO PARQUE,CORREAS,2
5,RIONEGRO PARQUE,JEANS,62
5,RIONEGRO PARQUE,JOGGER,1
5,RIONEGRO PARQUE,PANTALON COLOR,16
5,RIONEGRO PARQUE,POLOS,8
5,RIONEGRO PARQUE,VESTIDOS,1
5,TERMINAL DEL NORTE,BLUSAS,34
5,TERMINAL DEL NORTE,BUSOS,5
5,TERMINAL DEL NORTE,CAMIBUSOS,10
5,TERMINAL DEL NORTE,CAMISAS,33
5,TERMINAL DEL NORTE,CAMISETAS,42
5,TERMINAL DEL NORTE,CHAQUETAS,5
5,TERMINAL DEL NORTE,CORREAS,3
5,TERMINAL DEL NORTE,JEANS,132
5,TERMINAL DEL NORTE,JOGGER,13
5,TERMINAL DEL NORTE,PANTALON COLOR,73
5,TERMINAL DEL NORTE,POLOS,25
5,TERMINAL DEL NORTE,TAPABOCAS,2
5,TERMINAL DEL NORTE,VESTIDOS,2
5,VIVA ENVIGADO,BERMUDA,1
5,VIVA ENVIGADO,BLUSAS,36
5,VIVA ENVIGADO,BUSOS,3
5,VIVA ENVIGADO,CAMIBUSOS,10
5,VIVA ENVIGADO,CAMISAS,42
5,VIVA ENVIGADO,CAMISETAS,29
5,VIVA ENVIGADO,CHAQUETAS,2
5,VIVA ENVIGADO,CORREAS,1
5,VIVA ENVIGADO,JEANS,153
5,VIVA ENVIGADO,JOGGER,14
5,VIVA ENVIGADO,PANTALON COLOR,124
5,VIVA ENVIGADO,POLOS,19
5,VIVA ENVIGADO,TAPABOCAS,5
5,VIVA ENVIGADO,VESTIDOS,1
6,ARKADIA,BERMUDA,1
6,ARKADIA,BLUSAS,28
6,ARKADIA,BUSOS,2
6,ARKADIA,CAMIBUSOS,3
6,ARKADIA,CAMISAS,33
6,ARKADIA,CAMISETAS,29
6,ARKADIA,CHAQUETAS,1
6,ARKADIA,CORREAS,2
6,ARKADIA,JEANS,109
6,ARKADIA,JOGGER,21
6,ARKADIA,PANTALON COLOR,69
6,ARKADIA,POLOS,16
6,ARKADIA,TAPABOCAS,4
6,ARKADIA,VESTIDOS,2
6,COMPRETEX ECOMMERCE,BERMUDA,2
6,COMPRETEX ECOMMERCE,BLUSAS,31
6,COMPRETEX ECOMMERCE,BUSOS,2
6,COMPRETEX ECOMMERCE,CAMIBUSOS,14
6,COMPRETEX ECOMMERCE,CAMISAS,26
6,COMPRETEX ECOMMERCE,CAMISETAS,18
6,COMPRETEX ECOMMERCE,CORREAS,4
6,COMPRETEX ECOMMERCE,JEANS,131
6,COMPRETEX ECOMMERCE,JOGGER,35
6,COMPRETEX ECOMMERCE,PANTALON COLOR,37
6,COMPRETEX ECOMMERCE,POLOS,7
6,COMPRETEX ECOMMERCE,TAPABOCAS,2
6,COMPRETEX ECOMMERCE,VESTIDOS,7
6,GUAYABAL,BLUSAS,33
6,GUAYABAL,BUSOS,2
6,GUAYABAL,CAMIBUSOS,4
6,GUAYABAL,CAMISAS,40
6,GUAYABAL,CAMISETAS,35
6,GUAYABAL,CHAQUETAS,2
6,GUAYABAL,CORREAS,4
6,GUAYABAL,JEANS,133
6,GUAYABAL,JOGGER,19
6,GUAYABAL,PANTALON COLOR,75
6,GUAYABAL,POLOS,23
6,GUAYABAL,TAPABOCAS,4
6,GUAYABAL,VESTIDOS,1
6,LA CENTRAL,BERMUDA,2
6,LA CENTRAL,BLUSAS,25
6,LA CENTRAL,BUSOS,5
6,LA CENTRAL,CAMIBUSOS,4
6,LA CENTRAL,CAMISAS,38
6,LA CENTRAL,CAMISETAS,22
6,LA CENTRAL,CHAQUETAS,2
6,LA CENTRAL,CORREAS,3
6,LA CENTRAL,JEANS,116
6,LA CENTRAL,JOGGER,15
6,LA CENTRAL,PANTALON COLOR,55
6,LA CENTRAL,POLOS,12
6,LA CENTRAL,VESTIDOS,1
6,MARINILLA,BLUSAS,17
6,MARINILLA,BUSOS,4
6,MARINILLA,CAMIBUSOS,5
6,MARINILLA,CAMISAS,23
6,MARINILLA,CAMISETAS,16
6,MARINILLA,CHAQUETAS,1
6,MARINILLA,CORREAS,3
6,MARINILLA,JEANS,70
6,MARINILLA,JOGGER,4
6,MARINILLA,PANTALON COLOR,26
6,MARINILLA,POLOS,7
6,MARINILLA,TAPABOCAS,3
6,MARINILLA,VESTIDOS,3
6,MAYORCA 1,BLUSAS,31
6,MAYORCA 1,BUSOS,2
6,MAYORCA 1,CAMIBUSOS,8
6,MAYORCA 1,CAMISAS,36
6,MAYORCA 1,CAMISETAS,25
6,MAYORCA 1,CHAQUETAS,2
6,MAYORCA 1,CORREAS,6
6,MAYORCA 1,JEANS,164
6,MAYORCA 1,JOGGER,20
6,MAYORCA 1,PANTALON COLOR,80
6,MAYORCA 1,POLOS,16
6,MAYORCA 1,TAPABOCAS,3
6,MAYORCA 1,VESTIDOS,2
6,MAYORCA 2,BERMUDA,1
6,MAYORCA 2,BLUSAS,35
6,MAYORCA 2,BUSOS,5
6,MAYORCA 2,CAMIBUSOS,6
6,MAYORCA 2,CAMISAS,46
6,MAYORCA 2,CAMISETAS,40
6,MAYORCA 2,CHAQUETAS,2
6,MAYORCA 2,CORREAS,3
6,MAYORCA 2,JEANS,168
6,MAYORCA 2,JOGGER,11
6,MAYORCA 2,PANTALON COLOR,84
6,MAYORCA 2,POLOS,17
6,MAYORCA 2,VESTIDOS,2
6,MOLINOS 1,BLUSAS,78
6,MOLINOS 1,BUSOS,4
6,MOLINOS 1,CAMIBUSOS,15
6,MOLINOS 1,CAMISAS,88
6,MOLINOS 1,CAMISETAS,67
6,MOLINOS 1,CHAQUETAS,6
6,MOLINOS 1,CORREAS,5
6,MOLINOS 1,JEANS,341
6,MOLINOS 1,JOGGER,42
6,MOLINOS 1,PANTALON COLOR,184
6,MOLINOS 1,POLOS,46
6,MOLINOS 1,TAPABOCAS,6
6,MOLINOS 1,VESTIDOS,6
6,PARQUE LA CEJA,BLUSAS,29
6,PARQUE LA CEJA,BUSOS,3
6,PARQUE LA CEJA,CAMIBUSOS,7
6,PARQUE LA CEJA,CAMISAS,30
6,PARQUE LA CEJA,CAMISETAS,24
6,PARQUE LA CEJA,CHAQUETAS,2
6,PARQUE LA CEJA,CORREAS,3
6,PARQUE LA CEJA,JEANS,114
6,PARQUE LA CEJA,JOGGER,10
6,PARQUE LA CEJA,PANTALON COLOR,51
6,PARQUE LA CEJA,POLOS,18
6,PARQUE LA CEJA,TAPABOCAS,2
6,PARQUE LA CEJA,VESTIDOS,4
6,PLAZA FABRICATO,BLUSAS,13
6,PLAZA FABRICATO,BUSOS,7
6,PLAZA FABRICATO,CAMIBUSOS,15
6,PLAZA FABRICATO,CAMISAS,24
6,PLAZA FABRICATO,CAMISETAS,41
6,PLAZA FABRICATO,CHAQUETAS,2
6,PLAZA FABRICATO,CORREAS,2
6,PLAZA FABRICATO,JEANS,138
6,PLAZA FABRICATO,JOGGER,18
6,PLAZA FABRICATO,PANTALON COLOR,50
6,PLAZA FABRICATO,POLOS,16
6,PLAZA FABRICATO,VESTIDOS,1
6,PREMIUM PLAZA,BLUSAS,40
6,PREMIUM PLAZA,BUSOS,2
6,PREMIUM PLAZA,CAMIBUSOS,9
6,PREMIUM PLAZA,CAMISAS,42
6,PREMIUM PLAZA,CAMISETAS,30
6,PREMIUM PLAZA,CHAQUETAS,3
6,PREMIUM PLAZA,CORREAS,3
6,PREMIUM PLAZA,JEANS,152
6,PREMIUM PLAZA,JOGGER,19
6,PREMIUM PLAZA,PANTALON COLOR,93
6,PREMIUM PLAZA,POLOS,16
6,PREMIUM PLAZA,TAPABOCAS,2
6,PREMIUM PLAZA,VESTIDOS,1
6,PUERTA DEL NTE,BERMUDA,2
6,PUERTA DEL NTE,BLUSAS,52
6,PUERTA DEL NTE,BUSOS,7
6,PUERTA DEL NTE,CAMIBUSOS,6
6,PUERTA DEL NTE,CAMISAS,54
6,PUERTA DEL NTE,CAMISETAS,46
6,PUERTA DEL NTE,CHAQUETAS,4
6,PUERTA DEL NTE,CORREAS,3
6,PUERTA DEL NTE,JEANS,197
6,PUERTA DEL NTE,JOGGER,25
6,PUERTA DEL NTE,PANTALON COLOR,89
6,PUERTA DEL NTE,POLOS,29
6,PUERTA DEL NTE,TAPABOCAS,14
6,PUERTA DEL NTE,VESTIDOS,5
6,RIONEGRO,BERMUDA,2
6,RIONEGRO,BLUSAS,65
6,RIONEGRO,BUSOS,6
6,RIONEGRO,CAMIBUSOS,10
6,RIONEGRO,CAMISAS,56
6,RIONEGRO,CAMISETAS,63
6,RIONEGRO,CHAQUETAS,4
6,RIONEGRO,CORREAS,7
6,RIONEGRO,JEANS,270
6,RIONEGRO,JOGGER,30
6,RIONEGRO,PANTALON COLOR,112
6,RIONEGRO,POLOS,43
6,RIONEGRO,TAPABOCAS,1
6,RIONEGRO,VESTIDOS,4
6,RIONEGRO PARQUE,BLUSAS,22
6,RIONEGRO PARQUE,BUSOS,1
6,RIONEGRO PARQUE,CAMIBUSOS,5
6,RIONEGRO PARQUE,CAMISAS,13
6,RIONEGRO PARQUE,CAMISETAS,20
6,RIONEGRO PARQUE,CORREAS,2
6,RIONEGRO PARQUE,JEANS,66
6,RIONEGRO PARQUE,JOGGER,8
6,RIONEGRO PARQUE,PANTALON COLOR,22
6,RIONEGRO PARQUE,POLOS,11
6,RIONEGRO PARQUE,VESTIDOS,2
6,TERMINAL DEL NORTE,BERMUDA,2
6,TERMINAL DEL NORTE,BLUSAS,35
6,TERMINAL DEL NORTE,BUSOS,6
6,TERMINAL DEL NORTE,CAMIBUSOS,11
6,TERMINAL DEL NORTE,CAMISAS,41
6,TERMINAL DEL NORTE,CAMISETAS,59
6,TERMINAL DEL NORTE,CHAQUETAS,2
6,TERMINAL DEL NORTE,CORREAS,1
6,TERMINAL DEL NORTE,JEANS,148
6,TERMINAL DEL NORTE,JOGGER,10
6,TERMINAL DEL NORTE,PANTALON COLOR,77
6,TERMINAL DEL NORTE,POLOS,26
6,TERMINAL DEL NORTE,TAPABOCAS,4
6,TERMINAL DEL NORTE,VESTIDOS,4
6,VIVA ENVIGADO,BLUSAS,44
6,VIVA ENVIGADO,BUSOS,6
6,VIVA ENVIGADO,CAMIBUSOS,11
6,VIVA ENVIGADO,CAMISAS,39
6,VIVA ENVIGADO,CAMISETAS,37
6,VIVA ENVIGADO,CHAQUETAS,3
6,VIVA ENVIGADO,CORREAS,2
6,VIVA ENVIGADO,JEANS,172
6,VIVA ENVIGADO,JOGGER,18
6,VIVA ENVIGADO,PANTALON COLOR,98
6,VIVA ENVIGADO,POLOS,23
6,VIVA ENVIGADO,TAPABOCAS,7
6,VIVA ENVIGADO,VESTIDOS,3
7,ARKADIA,BERMUDA,1
7,ARKADIA,BLUSAS,22
7,ARKADIA,BUSOS,4
7,ARKADIA,CAMIBUSOS,6
7,ARKADIA,CAMISAS,29
7,ARKADIA,CAMISETAS,32
7,ARKADIA,CHAQUETAS,2
7,ARKADIA,JEANS,94
7,ARKADIA,JOGGER,16
7,ARKADIA,PANTALON COLOR,42
7,ARKADIA,POLOS,16
7,ARKADIA,VESTIDOS,2
7,COMPRETEX ECOMMERCE,BLUSAS,56
7,COMPRETEX ECOMMERCE,BUSOS,5
7,COMPRETEX ECOMMERCE,CAMIBUSOS,11
7,COMPRETEX ECOMMERCE,CAMISAS,22
7,COMPRETEX ECOMMERCE,CAMISETAS,23
7,COMPRETEX ECOMMERCE,CHAQUETAS,2
7,COMPRETEX ECOMMERCE,CORREAS,1
7,COMPRETEX ECOMMERCE,JEANS,157
7,COMPRETEX ECOMMERCE,JOGGER,19
7,COMPRETEX ECOMMERCE,PANTALON COLOR,28
7,COMPRETEX ECOMMERCE,POLOS,13
7,COMPRETEX ECOMMERCE,TAPABOCAS,5
7,COMPRETEX ECOMMERCE,VESTIDOS,5
7,GUAYABAL,BLUSAS,38
7,GUAYABAL,BUSOS,6
7,GUAYABAL,CAMIBUSOS,12
7,GUAYABAL,CAMISAS,46
7,GUAYABAL,CAMISETAS,36
7,GUAYABAL,CHAQUETAS,4
7,GUAYABAL,CORREAS,4
7,GUAYABAL,JEANS,132
7,GUAYABAL,JOGGER,15
7,GUAYABAL,PANTALON COLOR,75
7,GUAYABAL,POLOS,17
7,GUAYABAL,TAPABOCAS,7
7,GUAYABAL,VESTIDOS,3
7,LA CENTRAL,BLUSAS,21
7,LA CENTRAL,BUSOS,1
7,LA CENTRAL,CAMIBUSOS,4
7,LA CENTRAL,CAMISAS,24
7,LA CENTRAL,CAMISETAS,26
7,LA CENTRAL,CORREAS,1
7,LA CENTRAL,JEANS,82
7,LA CENTRAL,JOGGER,10
7,LA CENTRAL,PANTALON COLOR,48
7,LA CENTRAL,POLOS,10
7,LA CENTRAL,TAPABOCAS,1
7,LA CENTRAL,VESTIDOS,1
7,MARINILLA,BLUSAS,20
7,MARINILLA,BUSOS,2
7,MARINILLA,CAMIBUSOS,4
7,MARINILLA,CAMISAS,20
7,MARINILLA,CAMISETAS,21
7,MARINILLA,CHAQUETAS,1
7,MARINILLA,CORREAS,2
7,MARINILLA,JEANS,71
7,MARINILLA,JOGGER,6
7,MARINILLA,PANTALON COLOR,36
7,MARINILLA,POLOS,16
7,MARINILLA,TAPABOCAS,3
7,MAYORCA 1,BLUSAS,35
7,MAYORCA 1,BUSOS,2
7,MAYORCA 1,CAMIBUSOS,10
7,MAYORCA 1,CAMISAS,36
7,MAYORCA 1,CAMISETAS,29
7,MAYORCA 1,CHAQUETAS,3
7,MAYORCA 1,CORREAS,2
7,MAYORCA 1,JEANS,144
7,MAYORCA 1,JOGGER,21
7,MAYORCA 1,PANTALON COLOR,65
7,MAYORCA 1,POLOS,15
7,MAYORCA 1,TAPABOCAS,4
7,MAYORCA 1,VESTIDOS,2
7,MAYORCA 2,BLUSAS,37
7,MAYORCA 2,BUSOS,4
7,MAYORCA 2,CAMIBUSOS,6
7,MAYORCA 2,CAMISAS,38
7,MAYORCA 2,CAMISETAS,23
7,MAYORCA 2,CHAQUETAS,2
7,MAYORCA 2,CORREAS,4
7,MAYORCA 2,JEANS,135
7,MAYORCA 2,JOGGER,14
7,MAYORCA 2,PANTALON COLOR,75
7,MAYORCA 2,POLOS,15
7,MAYORCA 2,TAPABOCAS,2
7,MAYORCA 2,VESTIDOS,7
7,MOLINOS 1,BLUSAS,60
7,MOLINOS 1,BUSOS,2
7,MOLINOS 1,CAMIBUSOS,12
7,MOLINOS 1,CAMISAS,84
7,MOLINOS 1,CAMISETAS,63
7,MOLINOS 1,CHAQUETAS,4
7,MOLINOS 1,CORREAS,3
7,MOLINOS 1,JEANS,291
7,MOLINOS 1,JOGGER,35
7,MOLINOS 1,PANTALON COLOR,148
7,MOLINOS 1,POLOS,35
7,MOLINOS 1,TAPABOCAS,5
7,MOLINOS 1,VESTIDOS,12
7,PARQUE LA CEJA,BERMUDA,1
7,PARQUE LA CEJA,BLUSAS,25
7,PARQUE LA CEJA,BUSOS,3
7,PARQUE LA CEJA,CAMIBUSOS,7
7,PARQUE LA CEJA,CAMISAS,30
7,PARQUE LA CEJA,CAMISETAS,16
7,PARQUE LA CEJA,CHAQUETAS,2
7,PARQUE LA CEJA,CORREAS,1
7,PARQUE LA CEJA,JEANS,96
7,PARQUE LA CEJA,JOGGER,8
7,PARQUE LA CEJA,PANTALON COLOR,48
7,PARQUE LA CEJA,POLOS,15
7,PARQUE LA CEJA,TAPABOCAS,3
7,PARQUE LA CEJA,VESTIDOS,2
7,PLAZA FABRICATO,BLUSAS,14
7,PLAZA FABRICATO,BUSOS,3
7,PLAZA FABRICATO,CAMIBUSOS,4
7,PLAZA FABRICATO,CAMISAS,15
7,PLAZA FABRICATO,CAMISETAS,14
7,PLAZA FABRICATO,CHAQUETAS,2
7,PLAZA FABRICATO,CORREAS,1
7,PLAZA FABRICATO,JEANS,88
7,PLAZA FABRICATO,JOGGER,8
7,PLAZA FABRICATO,PANTALON COLOR,36
7,PLAZA FABRICATO,POLOS,21
7,PLAZA FABRICATO,VESTIDOS,2
7,PREMIUM PLAZA,BLUSAS,30
7,PREMIUM PLAZA,BUSOS,3
7,PREMIUM PLAZA,CAMIBUSOS,10
7,PREMIUM PLAZA,CAMISAS,35
7,PREMIUM PLAZA,CAMISETAS,26
7,PREMIUM PLAZA,CHAQUETAS,2
7,PREMIUM PLAZA,CORREAS,3
7,PREMIUM PLAZA,JEANS,149
7,PREMIUM PLAZA,JOGGER,18
7,PREMIUM PLAZA,PANTALON COLOR,129
7,PREMIUM PLAZA,POLOS,19
7,PREMIUM PLAZA,TAPABOCAS,1
7,PREMIUM PLAZA,VESTIDOS,3
7,PUERTA DEL NTE,BERMUDA,2
7,PUERTA DEL NTE,BLUSAS,39
7,PUERTA DEL NTE,BUSOS,5
7,PUERTA DEL NTE,CAMIBUSOS,9
7,PUERTA DEL NTE,CAMISAS,47
7,PUERTA DEL NTE,CAMISETAS,47
7,PUERTA DEL NTE,CHAQUETAS,5
7,PUERTA DEL NTE,CORREAS,2
7,PUERTA DEL NTE,JEANS,169
7,PUERTA DEL NTE,JOGGER,25
7,PUERTA DEL NTE,PANTALON COLOR,82
7,PUERTA DEL NTE,POLOS,28
7,PUERTA DEL NTE,TAPABOCAS,9
7,PUERTA DEL NTE,VESTIDOS,4
7,RIONEGRO,BERMUDA,3
7,RIONEGRO,BLUSAS,70
7,RIONEGRO,BUSOS,3
7,RIONEGRO,CAMIBUSOS,11
7,RIONEGRO,CAMISAS,70
7,RIONEGRO,CAMISETAS,51
7,RIONEGRO,CHAQUETAS,4
7,RIONEGRO,CORREAS,3
7,RIONEGRO,JEANS,292
7,RIONEGRO,JOGGER,24
7,RIONEGRO,PANTALON COLOR,113
7,RIONEGRO,POLOS,47
7,RIONEGRO,TAPABOCAS,2
7,RIONEGRO,VESTIDOS,3
7,RIONEGRO PARQUE,BLUSAS,23
7,RIONEGRO PARQUE,BUSOS,1
7,RIONEGRO PARQUE,CAMIBUSOS,3
7,RIONEGRO PARQUE,CAMISAS,16
7,RIONEGRO PARQUE,CAMISETAS,17
7,RIONEGRO PARQUE,CHAQUETAS,1
7,RIONEGRO PARQUE,CORREAS,3
7,RIONEGRO PARQUE,JEANS,58
7,RIONEGRO PARQUE,JOGGER,5
7,RIONEGRO PARQUE,PANTALON COLOR,35
7,RIONEGRO PARQUE,POLOS,8
7,RIONEGRO PARQUE,VESTIDOS,5
