4,CAMISAS,3
4,BUSOS,2
4,JEANS,11
4,JOGGER,3
4,PANTALON COLOR,6
4,TAPABOCAS,1
4,PANTALON COLOR,4
4,CAMISETAS,1
4,CAMIBUSOS,1
4,PANTALON COLOR,7
4,CAMISAS,1
5,JOGGER,1
5,JEANS,38
5,CAMISAS,3
5,JOGGER,8
5,POLOS,3
5,BLUSAS,2
5,CAMISETAS,11
5,CAMISAS,3
5,CAMISETAS,4
5,CAMISETAS,2
5,CAMISAS,3
5,VESTIDOS,1
5,JEANS,12
5,BLUSAS,6
5,POLOS,1
5,PANTALON COLOR,5
5,CAMISETAS,5
5,CAMIBUSOS,4
5,CAMISAS,6
5,BLUSAS,2
5,JEANS,11
5,PANTALON COLOR,3
5,POLOS,3
5,BERMUDA,1
5,BLUSAS,8
5,JEANS,2
5,JEANS,3
5,CAMISAS,6
5,PANTALON COLOR,13
5,CAMISETAS,2
5,PANTALON COLOR,4
5,BLUSAS,2
5,CAMISAS,2
5,CAMISETAS,2
5,BLUSAS,1
5,PANTALON COLOR,14
5,POLOS,1
5,JEANS,10
5,JOGGER,3
5,CAMISAS,5
5,CAMISAS,2
5,PANTALON COLOR,1
5,CAMIBUSOS,1
5,CAMISAS,6
5,BLUSAS,3
5,CAMISETAS,7
5,CAMISETAS,5
5,POLOS,7
5,CHAQUETAS,1
5,CAMIBUSOS,1
5,PANTALON COLOR,7
5,JEANS,28
5,JOGGER,4
5,JEANS,13
5,CORREAS,1
5,BLUSAS,1
5,CAMISETAS,4
5,CHAQUETAS,1
5,VESTIDOS,1
5,PANTALON COLOR,7
5,BLUSAS,2
5,CAMIBUSOS,2
5,PANTALON COLOR,25
5,JEANS,12
5,BERMUDA,1
5,POLOS,3
5,CAMISAS,2
5,CAMISAS,3
5,BLUSAS,4
5,JEANS,10
5,JOGGER,2
5,TAPABOCAS,3
5,JEANS,11
5,CAMISETAS,2
5,CAMIBUSOS,2
5,BLUSAS,1
5,POLOS,2
5,POLOS,1
5,CAMISAS,3
5,PANTALON COLOR,9
5,JEANS,5
5,PANTALON COLOR,5
5,JOGGER,6
5,JEANS,25
5,VESTIDOS,1
5,PANTALON COLOR,4
5,POLOS,1
5,JOGGER,1
5,POLOS,1
5,CAMISETAS,7
5,POLOS,3
5,CAMISAS,14
5,CAMISETAS,5
5,PANTALON COLOR,9
5,BERMUDA,1
5,JEANS,11
5,BLUSAS,2
5,CAMISAS,6
5,BLUSAS,1
5,PANTALON COLOR,4
5,JOGGER,5
5,PANTALON COLOR,9
5,JEANS,18
5,CAMIBUSOS,1
5,CAMISAS,5
5,JEANS,34
5,BLUSAS,2
5,CAMIBUSOS,1
5,JOGGER,3
5,CAMISETAS,2
5,CAMISAS,16
5,PANTALON COLOR,2
5,JEANS,9
5,CHAQUETAS,1
5,BLUSAS,1
5,CHAQUETAS,1
5,CAMISAS,13
5,CAMISETAS,1
5,CAMIBUSOS,2
5,JOGGER,1
5,BUSOS,1
5,JEANS,15
5,POLOS,3
5,PANTALON COLOR,11
5,CAMISAS,2
5,JEANS,4
5,BLUSAS,2
5,POLOS,5
5,PANTALON COLOR,21
5,JEANS,15
5,JOGGER,1
5,PANTALON COLOR,13
5,BLUSAS,6
5,POLOS,1
5,PANTALON COLOR,3
5,BERMUDA,1
5,JOGGER,1
5,PANTALON COLOR,4
5,BLUSAS,4
5,JEANS,11
5,CAMISAS,1
6,CAMISETAS,2
6,CHAQUETAS,1
6,PANTALON COLOR,13
6,TAPABOCAS,1
6,CORREAS,1
6,PANTALON COLOR,2
6,CAMISETAS,11
6,CAMISETAS,2
6,BLUSAS,1
6,POLOS,1
6,PANTALON COLOR,1
6,PANTALON COLOR,2
6,BLUSAS,2
6,CAMISAS,5
6,CAMISAS,2
6,JEANS,15
6,POLOS,4
6,CAMISETAS,4
6,CAMISETAS,2
6,POLOS,2
6,CAMISETAS,8
6,POLOS,4
6,CAMISAS,2
6,CAMISAS,3
6,JEANS,7
6,JEANS,30
6,BLUSAS,4
6,CAMISETAS,3
6,JOGGER,1
6,CAMISAS,9
6,BLUSAS,1
6,BUSOS,1
6,BLUSAS,2
6,POLOS,3
6,BLUSAS,1
6,JOGGER,2
6,CORREAS,1
6,PANTALON COLOR,11
6,JOGGER,3
6,PANTALON COLOR,2
6,CAMISETAS,3
6,PANTALON COLOR,2
6,JEANS,17
6,CAMIBUSOS,2
6,JOGGER,8
6,BLUSAS,2
6,PANTALON COLOR,5
6,JOGGER,2
6,BLUSAS,1
6,CAMISETAS,2
6,JEANS,21
6,CAMISAS,1
6,JEANS,10
6,CHAQUETAS,1
6,CAMIBUSOS,1
6,CAMISAS,1
6,BLUSAS,4
6,JEANS,4
6,POLOS,5
6,JOGGER,1
6,VESTIDOS,1
6,POLOS,6
6,CAMISETAS,3
6,CAMISAS,1
6,JEANS,7
6,JEANS,10
6,CAMISAS,3
6,PANTALON COLOR,18
6,BLUSAS,2
6,PANTALON COLOR,5
6,PANTALON COLOR,1
6,POLOS,1
6,CAMISETAS,1
6,CAMISETAS,3
6,POLOS,6
6,BUSOS,1
6,PANTALON COLOR,14
6,BLUSAS,4
6,CORREAS,1
6,JEANS,27
6,CAMIBUSOS,1
6,BLUSAS,1
6,CAMISETAS,3
6,JEANS,9
6,JEANS,7
6,CAMISAS,7
6,CAMIBUSOS,1
6,BLUSAS,4
6,JEANS,3
6,JEANS,32
6,PANTALON COLOR,4
6,JOGGER,1
6,CAMISETAS,6
6,JOGGER,3
6,VESTIDOS,1
6,CAMISAS,3
6,BLUSAS,4
6,POLOS,1
6,PANTALON COLOR,8
6,POLOS,1
6,JOGGER,1
6,CAMISETAS,2
6,CAMISETAS,10
6,PANTALON COLOR,4
6,POLOS,1
6,JOGGER,1
6,BERMUDA,1
6,JEANS,10
6,BLUSAS,4
6,CAMIBUSOS,1
6,PANTALON COLOR,18
6,JEANS,15
6,CAMISAS,2
7,POLOS,2
7,POLOS,11
7,JOGGER,3
7,CAMIBUSOS,1
7,BLUSAS,7
7,POLOS,1
7,CAMISAS,5
7,BLUSAS,13
7,JEANS,27
7,BLUSAS,2
7,PANTALON COLOR,7
7,CAMISETAS,2
7,CAMISAS,4
7,PANTALON COLOR,5
7,PANTALON COLOR,13
7,PANTALON COLOR,4
7,BERMUDA,1
7,JEANS,21
7,CHAQUETAS,1
7,PANTALON COLOR,7
7,JOGGER,2
7,BLUSAS,4
7,CAMISETAS,3
7,CAMIBUSOS,1
7,CAMISAS,10
7,BUSOS,2
7,BLUSAS,2
7,JEANS,19
7,CAMISAS,4
7,POLOS,2
7,POLOS,1
7,JEANS,34
7,BUSOS,1
7,CAMISAS,18
7,CAMIBUSOS,5
7,PANTALON COLOR,7
7,JOGGER,8
7,POLOS,2
7,CAMISETAS,2
7,CAMIBUSOS,7
7,BLUSAS,4
7,CAMISAS,16
7,JEANS,19
7,POLOS,4
7,CAMISAS,10
7,VESTIDOS,1
7,BLUSAS,8
7,CAMISETAS,1
7,PANTALON COLOR,8
7,CAMISAS,9
7,CHAQUETAS,2
7,CAMIBUSOS,2
7,JOGGER,1
7,PANTALON COLOR,3
7,TAPABOCAS,1
7,CAMISETAS,10
7,JEANS,4
7,CAMISAS,5
7,JOGGER,3
7,JOGGER,1
7,POLOS,2
7,PANTALON COLOR,6
7,JEANS,19
7,BUSOS,1
7,BLUSAS,4
7,CAMISETAS,5
7,CAMISAS,15
7,JEANS,20
7,JEANS,22
7,CHAQUETAS,1
7,BLUSAS,7
7,CAMIBUSOS,1
7,BLUSAS,2
7,PANTALON COLOR,3
7,JEANS,4
7,CAMISAS,8
7,CAMISETAS,3
7,BLUSAS,3
7,BUSOS,1
7,POLOS,1
7,JEANS,26
7,CAMIBUSOS,1
7,CHAQUETAS,1
7,BLUSAS,4
7,CAMISAS,12
7,JEANS,21
7,CAMIBUSOS,2
7,BUSOS,1
7,CORREAS,1
7,CAMISETAS,1
7,POLOS,4
7,PANTALON COLOR,22
7,PANTALON COLOR,15
7,CAMISETAS,6
7,CAMISETAS,3
7,CORREAS,1
7,JOGGER,2
7,PANTALON COLOR,12
7,JOGGER,2
7,PANTALON COLOR,7
7,VESTIDOS,1
7,CAMIBUSOS,1
7,JEANS,9
7,JOGGER,4
7,BUSOS,1
7,POLOS,5
7,CAMISETAS,5
7,JEANS,42
7,CAMISAS,8
7,BLUSAS,9
7,CHAQUETAS,1
7,JEANS,9
7,BLUSAS,4
7,CHAQUETAS,2
7,BUSOS,2
7,BLUSAS,3
7,CAMIBUSOS,3
7,CAMIBUSOS,3
7,POLOS,1
7,CHAQUETAS,1
7,JOGGER,4
7,JEANS,6
7,PANTALON COLOR,15
7,JOGGER,11
7,CAMISAS,4
7,CHAQUETAS,2
7,JEANS,37
7,JEANS,18
7,CAMISETAS,6
7,CAMISETAS,4
7,CAMISETAS,2
7,BLUSAS,4
7,CAMISAS,3
7,POLOS,2
7,PANTALON COLOR,6
7,CAMISAS,6
7,CAMISETAS,2
7,JOGGER,3
7,JOGGER,3
7,PANTALON COLOR,4
7,CAMISAS,1
7,POLOS,1
7,PANTALON COLOR,7
7,JOGGER,1
7,BLUSAS,3
7,CAMISETAS,5
8,JEANS,15
8,CAMISETAS,2
8,JOGGER,3
8,PANTALON COLOR,4
8,CAMISETAS,4
8,CHAQUETAS,1
8,BLUSAS,1
8,CAMISAS,11
8,CAMISETAS,1
8,JOGGER,1
8,JOGGER,5
8,CAMISAS,8
8,CAMISETAS,7
8,CAMIBUSOS,1
8,CAMISAS,4
8,POLOS,1
8,BLUSAS,9
8,PANTALON COLOR,7
8,POLOS,6
8,PANTALON COLOR,3
8,POLOS,2
8,BLUSAS,4
8,JEANS,11
8,VESTIDOS,1
8,JEANS,8
8,JOGGER,5
8,BLUSAS,3
8,JEANS,16
8,BLUSAS,4
8,CAMISAS,8
8,PANTALON COLOR,9
8,POLOS,2
8,JOGGER,1
8,JEANS,41
8,BUSOS,3
8,PANTALON COLOR,5
8,PANTALON COLOR,7
8,CAMISAS,4
8,CAMISETAS,6
8,JOGGER,1
8,BUSOS,1
8,CAMISAS,5
8,JEANS,4
8,CAMISETAS,1
8,POLOS,1
8,PANTALON COLOR,17
8,JEANS,24
8,CAMISAS,1
8,VESTIDOS,2
8,CAMISETAS,2
8,BLUSAS,5
8,CAMISETAS,2
8,CAMISAS,2
8,JOGGER,4
8,PANTALON COLOR,4
8,BLUSAS,1
8,JEANS,12
8,CAMISETAS,6
8,CAMIBUSOS,3
8,POLOS,2
8,CAMISETAS,3
8,CHAQUETAS,1
8,JEANS,18
8,JOGGER,4
8,JEANS,6
8,PANTALON COLOR,1
8,VESTIDOS,1
8,JOGGER,3
8,PANTALON COLOR,8
8,BLUSAS,2
8,PANTALON COLOR,4
8,JEANS,8
8,BLUSAS,2
8,POLOS,2
8,CHAQUETAS,1
8,JEANS,5
8,CAMISAS,1
8,BUSOS,1
8,JEANS,7
8,BLUSAS,1
8,CAMISAS,1
8,JEANS,13
8,CAMISETAS,2
8,POLOS,1
8,POLOS,1
8,CAMISETAS,3
8,CAMISAS,7
8,BLUSAS,1
8,JOGGER,4
8,PANTALON COLOR,6
8,JEANS,23
8,PANTALON COLOR,4
8,BLUSAS,1
8,PANTALON COLOR,20
8,CAMISAS,6
8,JOGGER,4
8,CAMIBUSOS,1
8,PANTALON COLOR,6
8,CAMISAS,10
8,CAMISAS,2
8,VESTIDOS,1
8,BLUSAS,1
8,JOGGER,1
8,BLUSAS,3
8,VESTIDOS,3
8,PANTALON COLOR,8
8,POLOS,1
8,BLUSAS,2
8,JEANS,5
8,CAMISETAS,4
8,CAMISETAS,1
8,POLOS,5
8,BLUSAS,2
8,CAMISAS,6
8,POLOS,6
8,JEANS,11
8,POLOS,1
8,BERMUDA,1
8,BLUSAS,1
8,CAMISAS,1
8,CAMIBUSOS,3
8,CAMISETAS,4
8,POLOS,2
8,CAMISETAS,2
8,PANTALON COLOR,4
8,PANTALON COLOR,19
8,CAMISETAS,2
8,CAMISAS,3
8,PANTALON COLOR,5
8,JOGGER,3
8,JEANS,10
8,BLUSAS,3
8,JEANS,18
8,BLUSAS,5
8,PANTALON COLOR,8
8,CAMISETAS,4
8,CAMISETAS,3
8,JOGGER,3
8,CAMISAS,2
8,POLOS,2
8,BLUSAS,4
8,CAMISAS,1
8,PANTALON COLOR,6
8,BLUSAS,1
8,CAMISAS,1
8,JEANS,22
8,JEANS,7
8,CHAQUETAS,1
9,PANTALON COLOR,11
9,CAMISAS,7
9,JOGGER,1
9,CAMISETAS,2
9,POLOS,1
9,CAMISETAS,2
9,CHAQUETAS,1
9,PANTALON COLOR,17
9,JOGGER,1
9,CAMISAS,2
9,JEANS,5
9,JOGGER,3
9,PANTALON COLOR,3
9,BLUSAS,3
9,JEANS,13
9,JEANS,15
9,CAMIBUSOS,1
9,CAMISAS,3
9,BLUSAS,2
9,CAMISAS,12
9,PANTALON COLOR,4
9,CAMISAS,2
9,PANTALON COLOR,9
9,CAMIBUSOS,3
9,JEANS,31
9,BLUSAS,2
9,JEANS,6
9,JEANS,8
9,BLUSAS,2
9,CAMISETAS,3
9,POLOS,3
9,JOGGER,6
9,PANTALON COLOR,1
9,JOGGER,1
9,POLOS,4
9,PANTALON COLOR,12
9,BLUSAS,1
9,CAMISETAS,4
9,CAMISAS,1
9,PANTALON COLOR,6
9,JOGGER,4
9,BUSOS,1
9,JEANS,26
9,CAMISAS,10
9,CAMISETAS,1
9,VESTIDOS,1
9,PANTALON COLOR,5
9,CAMISAS,4
9,JEANS,5
9,POLOS,4
9,BLUSAS,2
9,JEANS,2
9,CAMISETAS,4
9,JEANS,8
9,POLOS,4
9,JEANS,15
9,BLUSAS,2
9,VESTIDOS,3
9,JEANS,9
9,BLUSAS,1
9,BUSOS,1
9,JOGGER,6
9,PANTALON COLOR,3
9,CAMISETAS,3
9,JOGGER,2
9,PANTALON COLOR,2
9,CAMISAS,5
9,CORREAS,1
9,JOGGER,8
9,CAMIBUSOS,2
9,PANTALON COLOR,14
9,POLOS,1
9,BLUSAS,2
9,CAMISAS,3
9,BLUSAS,2
9,JEANS,8
9,TAPABOCAS,1
9,JEANS,12
9,VESTIDOS,1
9,POLOS,4
9,CAMISETAS,3
9,PANTALON COLOR,1
9,JEANS,12
9,CAMISAS,3
9,PANTALON COLOR,10
9,CAMISAS,3
9,JOGGER,1
9,CAMISETAS,4
9,BLUSAS,3
9,PANTALON COLOR,9
9,JEANS,14
9,BUSOS,1
9,CAMIBUSOS,4
9,CAMISAS,6
9,PANTALON COLOR,5
9,CAMISETAS,8
9,JOGGER,3
9,CAMISETAS,5
9,POLOS,2
9,JEANS,9
9,CAMISETAS,2
9,JOGGER,2
9,VESTIDOS,1
9,POLOS,2
9,JEANS,9
9,CAMISAS,7
9,BLUSAS,2
9,JOGGER,1
9,PANTALON COLOR,2
9,CAMISAS,2
9,CAMIBUSOS,1
9,JOGGER,6
9,JEANS,7
9,CAMISETAS,1
9,CAMISAS,2
9,JOGGER,2
9,CAMISETAS,3
9,BLUSAS,2
9,CAMISETAS,4
9,JEANS,20
9,BUSOS,1
9,PANTALON COLOR,5
9,BLUSAS,2
9,PANTALON COLOR,4
9,CAMISETAS,6
9,BLUSAS,4
9,POLOS,1
9,BLUSAS,10
9,JEANS,13
9,PANTALON COLOR,1
9,CAMISAS,3
9,PANTALON COLOR,8
9,CAMISAS,6
9,POLOS,2
9,CAMIBUSOS,1
9,BUSOS,1
9,BLUSAS,1
9,CAMISAS,9
10,JEANS,27
10,BLUSAS,7
10,CAMISETAS,2
10,CAMIBUSOS,1
10,JEANS,12
10,CAMISETAS,3
10,JEANS,28
10,CAMISAS,4
10,TAPABOCAS,1
10,VESTIDOS,1
10,JOGGER,5
10,PANTALON COLOR,4
10,BLUSAS,1
10,PANTALON COLOR,15
10,CAMISAS,4
10,CAMIBUSOS,1
10,BUSOS,1
10,POLOS,1
10,TAPABOCAS,1
10,CAMISAS,3
10,JOGGER,4
10,JEANS,3
10,PANTALON COLOR,3
10,CAMISAS,3
10,CAMIBUSOS,2
10,CAMISETAS,1
10,PANTALON COLOR,12
10,PANTALON COLOR,10
10,JOGGER,4
10,BLUSAS,1
10,POLOS,10
10,CAMISETAS,9
10,JOGGER,4
10,JOGGER,1
10,PANTALON COLOR,13
10,CAMISETAS,1
10,CAMISETAS,6
10,JEANS,9
10,JEANS,16
10,PANTALON COLOR,11
10,BLUSAS,1
10,POLOS,1
10,JEANS,21
10,CAMISAS,2
10,BLUSAS,4
10,JEANS,21
10,CAMISETAS,2
10,VESTIDOS,1
10,CAMIBUSOS,3
10,BLUSAS,5
10,JEANS,35
10,JOGGER,1
10,BLUSAS,6
10,CAMISETAS,2
10,JOGGER,2
10,CAMISETAS,5
10,BUSOS,1
10,JOGGER,1
10,PANTALON COLOR,10
10,CAMISAS,5
10,CHAQUETAS,1
10,PANTALON COLOR,6
10,JEANS,15
10,CAMISETAS,12
10,CAMISAS,3
10,POLOS,5
10,CAMIBUSOS,2
10,PANTALON COLOR,15
10,JOGGER,4
10,CAMISETAS,8
10,PANTALON COLOR,8
10,CAMISETAS,5
10,JEANS,18
10,JEANS,22
10,CAMISAS,8
10,POLOS,2
10,CHAQUETAS,1
10,CAMISAS,5
10,BLUSAS,8
10,CAMISAS,8
10,POLOS,1
10,PANTALON COLOR,6
10,BUSOS,1
10,BLUSAS,3
10,JEANS,36
10,POLOS,2
10,CAMISAS,7
10,POLOS,6
10,BLUSAS,1
10,CAMISAS,1
10,BLUSAS,4
10,JOGGER,4
10,CAMISETAS,2
10,JOGGER,8
10,JEANS,12
10,PANTALON COLOR,7
10,CAMISETAS,1
10,CAMISETAS,1
10,CAMISAS,2
10,CAMIBUSOS,3
10,JEANS,46
10,CAMISAS,4
10,PANTALON COLOR,16
10,PANTALON COLOR,10
10,CHAQUETAS,4
10,CAMISETAS,11
10,CHAQUETAS,1
10,CAMIBUSOS,1
10,PANTALON COLOR,3
10,JEANS,16
10,VESTIDOS,3
10,BLUSAS,4
10,CAMISAS,4
10,POLOS,5
10,BLUSAS,4
10,BUSOS,1
10,POLOS,2
10,JEANS,13
10,JOGGER,1
10,CAMISAS,4
10,CORREAS,1
10,BLUSAS,2
10,BLUSAS,2
10,PANTALON COLOR,1
10,PANTALON COLOR,8
10,BUSOS,1
10,POLOS,1
10,CAMISAS,3
10,CHAQUETAS,1
10,JEANS,3
10,JOGGER,6
10,POLOS,2
10,SHORT,1
10,CAMIBUSOS,2
10,TAPABOCAS,1
10,CORREAS,1
10,BLUSAS,2
10,CAMISETAS,1
10,JEANS,2
10,JOGGER,5
10,PANTALON COLOR,2
11,BLUSAS,2
11,JOGGER,2
11,CAMISAS,5
11,CORREAS,1
11,JEANS,10
11,JOGGER,26
11,CORREAS,2
11,JOGGER,1
11,PANTALON COLOR,2
11,CAMISAS,4
11,CAMISETAS,4
11,CAMIBUSOS,5
11,CAMISETAS,3
11,POLOS,4
11,CAMISETAS,1
11,JEANS,14
11,POLOS,1
11,CHAQUETAS,2
11,CAMISAS,3
11,BUSOS,1
11,CHAQUETAS,1
11,BUSOS,1
11,PANTALON COLOR,4
11,BLUSAS,2
11,JEANS,21
